repo	module_scope	components	comp_basis	comp_conf	detector_version
minisystem/860	.	SMD	kicad footprints (files=7: 860.kicad_pcb, 860_backplane.kicad_pcb, 860_backplane_2.kicad_pcb, 860_panelized.kicad_pcb, _autosave-860_backplane.kicad_pcb, _autosave-860_panelized.kicad_pcb, no_future.kicad_pcb): smd=1521 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=91	Strong	19
minisystem/JOVE	.	SMD	kicad footprints (files=1: Jove.kicad_pcb): smd=116 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
todbot/TrinketTouringMachine	.	both	eagle packages (files=7: TrinketTrigger.brd, blank-panel-4hp.brd, touringmach0.brd, touringmach0_front.brd, touringmach1.brd, touringmach2.brd, touringmach3.brd): smd=2 tht_passive=36 tht_to=5 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
TOILmodular/EurorackVCPanner	.		BOM (files=1: BOM/BOM.md): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
TOILmodular/Plaits	.	SMD	BOM (files=1: BOM/BOM.md): smd=9 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Stated	19
TOILmodular/RAT	.	SMD	BOM (files=1: BOM/BOM.md): smd=1 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
TOILmodular/TidesV2	.	SMD	BOM (files=1: BOM/BOM.md): smd=10 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
triglav-modular/208_Timbre_Workshop	.	THT	kicad footprints (files=2: 208_Timbre_Workshop.kicad_pcb, 208_Timbre_Workshop_FrontPanel.kicad_pcb): smd=0 tht_passive=52 tht_to=2 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
triglav-modular/Voltage_Processor	.		fetch failed for 2 file(s) at 7013e64 - re-run, do not read as absence	Deferred	19
VikingCube/VC-PCB-Midi	.	SMD	kicad footprints (files=1: vcer-midi-to-cv.kicad_pcb): smd=57 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=10	Strong	19
VoltageFoundryMod/ForgeSeries	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VoltageFoundryMod/ForgeSeries-Hardware	.	both	kicad footprints (files=13: ControlPCB_SMD_V3.0.kicad_pcb, Control_pcb_v1_1.kicad_pcb, Control_PCB_v1.2.kicad_pcb, ControlPCB_V2.0.kicad_pcb, MainPCB_SMD_V3.0.kicad_pcb, Main_pcb_V1.kicad_pcb, MainPCB_V2.1.kicad_pcb, MainPCB_V2.2.kicad_pcb, ControlPCB_SMD_V3.1.kicad_pcb, Expander1_V1.0.kicad_pcb, Expander2_V1.0.kicad_pcb, MainPCB_SMD_V3.1.kicad_pcb, XIAO RP2040 HAT.kicad_pcb): smd=238 tht_passive=100 tht_to=9 tht_ic=4 (panel excluded) smd_ic=12	Strong	19
westlicht/performer-hardware	.	SMD	kicad footprints (files=2: frontpanel.kicad_pcb, sequencer.kicad_pcb): smd=159 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=11	Strong	19
whimsicalraps/RIP_DIY	.	SMD	eagle packages (files=2: rip_base_2018.brd, rip_head_2018.brd): smd=12 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
WimOliphant/bergman-kassutronics-adsr-kicad-gerber	.	THT	kicad footprints (files=1: bergman_kassutronics_adsr.kicad_pcb): smd=0 tht_passive=26 tht_to=3 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
WimOliphant/tb303_vcf_kicad_project_gerbers	.	THT	kicad footprints (files=1: bergman_303_vcf_v0.02.kicad_pcb): smd=0 tht_passive=45 tht_to=18 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
Yorams/performancevco	.	both	eagle packages (files=1: LMNC VCO - v1.2.brd): smd=1 tht_passive=63 tht_to=1 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
yorkmodular-cc/resonant-filters	.	SMD	kicad footprints (files=2: mfrhp.kicad_pcb, resonant-bp.kicad_pcb): smd=24 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
yorkmodular/C7H5NO3S	.	THT	BOM (files=1: sweetie-v2 BOM.xlsx): smd=0 tht_passive=34 tht_to=0 tht_ic=3 (panel excluded) smd_ic=0	Stated	19
yorkmodular/yavcf	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
4ms/pcb-RCD-SCM-clocker	pcb-v1.0.4-kit/gEDA		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
fablabnk/EuroTubeScreamer	EuroTubeScreamer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
fablabnk/HeadPho	.	THT	kicad footprints (files=2: Headpho.kicad_pcb, Headpho_Panel.kicad_pcb): smd=0 tht_passive=28 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
fancyyyyy/kid	.	SMD	eagle packages (files=1: kid-v2.brd): smd=81 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=10	Strong	19
Fihdi/BIPO	.	SMD	kicad footprints (files=1: BIPOv3.kicad_pcb): smd=57 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
Fihdi/DICE	.	SMD	kicad footprints (files=1: DICE.kicad_pcb): smd=71 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
Fihdi/SCULPT	.	SMD	kicad footprints (files=1: SimpleADSR.kicad_pcb): smd=52 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
Fihdi/SVF12	.	SMD	kicad footprints (files=1: VCFSMD.kicad_pcb): smd=68 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
Fihdi/UNO	.	SMD	kicad footprints (files=1: UNO.kicad_pcb): smd=70 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
Fihdi/VCAR	.	SMD	kicad footprints (files=1: VCARSMD.kicad_pcb): smd=53 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
Floating-Knobs/Cuisine_Hardware	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
gerb-ster/Vulcan-DCO	.	THT	eagle packages (files=2: ioboard.brd, mainboard.brd): smd=0 tht_passive=94 tht_to=3 tht_ic=6 (panel excluded) smd_ic=0	Strong	19
GroundGrown/eurorack-modules	.	both	eagle packages [superseded, not counted: DLPG PANEL.brd] (files=71:  AC mixer v2 PANEL.brd,  DC mixer v2 PANEL.brd, 2PLUS Osc Breakout Euro PANEL.brd, 2PLUS Osc Breakout Euro.brd, AC mixer v2.brd, ADSR 7555 CTRL.brd, ADSR 7555 MAIN.brd, ADSR 7555 PANEL v1.brd, AOC v1 PANEL.brd, AOC v1.brd, ATVS 1U PANEL.brd, Angelo Dual Filter CTRL v1.1.brd, Angelo Dual Filter MAIN v1.brd, Angelo Dual Filter PANEL v1.1.brd, Attenuverting Mixer Slim Front Panel v1.brd, Attenuverting Mixer Slim main v1.brd, Attenuverting mixer mutes PANEL.brd, Attenuverting mixer mutes.brd, Buffered Mult PANEL.brd, DLPG PANEL v1.1.brd, DLPG ctrl v3.brd, DLPG main v3.brd, Delay.Chorus PT2399 CTRL.brd, Delay.Chorus PT2399 MAIN v1.1.brd, Delay.Chorus PT2399 PANEL.brd, Dual VCLFO CTRL.brd, Dual VCLFO MAIN.brd, Dual VCLFO PANEL.brd, Four Monks Expander 1 (mix lvl) PANEL.brd, Four Monks Expander 1 (mix lvl).brd, Gate to Trig Converter PANEL V1.brd, Gate to Trig Converter V1.brd, MAYO 1U PANEL.brd, Melting Point Panel.brd, Melting Point.brd, Noise Percussion PANEL.brd, Noise Percussion ctrl.brd, Noise Percussion main.brd, Oscillator Core Sch.brd, Output Mixer PANEL v1.brd, Output Mixer v1.1.brd, Passive Attn PANEL.brd, Passive Attn.brd, Passive Mult PANEL.brd, Passive Mult.brd, Quad VCA (no pots) CTRL v1.brd, Quad VCA (no pots) PANEL v1.brd, Quad VCA CTRL v1.brd, Quad VCA MAIN v1.brd, Quad VCA PANEL v1.brd, Slew and Hold PANEL v1 .brd, Slew and Hold v1.brd, Slim Attenuverting Mixer PANEL v1.1.brd, Trig to Gate Converter PANEL V1.brd, Trig to Gate Converter ctrl V1.brd, Trig to Gate Converter main V1.brd, Utility Module PANEL.brd, Utility Module.brd, VC Panning Mixer CTRL.brd, VC Panning Mixer PANEL.brd, VC Panning Mixer main.brd, Wave Fold Osc CTRL V2.brd, Wave Fold Osc MAIN V2.1.brd, Wave Fold Osc PANEL V1.brd, buffered multiple 1U PANEL.brd, buffered multiple.brd, gate delay v2 PANEL.brd, gate delay v2 ctrl.brd, gate delay v2 main.brd, mixer 4x1 PANEL v1.brd, mixer 4x1 v1.brd): smd=1347 tht_passive=84 tht_to=2 tht_ic=3 (panel excluded) smd_ic=119	Strong	19
ishkabbible/TAM_V3	.	SMD	kicad footprints (files=3: active_3attMix_v3.kicad_pcb, active_3attMix_panel_v2.kicad_pcb, active_3attMix_panel_v2_1U.kicad_pcb): smd=37 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
jacobbarssbailey/active-multiples	.	SMD	eagle packages (files=2: active-multiples.brd, panel.brd): smd=9 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
jakplugg/Neutron-Sound-Dust-of-Time	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
jakplugg/Neutron_Sound_build_docs	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
jeanpri/303	.	SMD	kicad footprints (files=2: 303.kicad_pcb, Faceplate303.kicad_pcb): smd=114 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
jortigoso/output_1	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
josbouten/Fold-O-Matic	.		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): wavefolder_Dan_A.kicad_pcb (51 bytes)	Deferred	19
josbouten/Ratchet-O-Matic	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
josbouten/Stomp-Box-Adapt-O-Matic	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
kraakenstuff/ADSR	.	SMD	kicad footprints (files=2: ADSR-Panel.kicad_pcb, ADSR.kicad_pcb): smd=35 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
kraakenstuff/PSU	.	THT	kicad footprints (files=2: PSU - Filter.kicad_pcb, PSU - Transformer.kicad_pcb): smd=0 tht_passive=20 tht_to=2 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
kraakenstuff/PSU-1.5A	.	THT	kicad footprints (files=2: PSU - 1.5A.kicad_pcb, PowerBus.kicad_pcb): smd=0 tht_passive=6 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
kraakenstuff/Skis	.	SMD	kicad footprints (files=2: Skis - panel.kicad_pcb, Skis.kicad_pcb): smd=73 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
kstammits/Shady	.	THT	kicad footprints (files=1: Shady.kicad_pcb): smd=0 tht_passive=42 tht_to=1 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
kweiwen/benjolin	.		BOM [no package named for 70 part(s)] (files=1: bom.xlsx): smd=0 tht_passive=4 tht_to=1 tht_ic=6 (panel excluded) smd_ic=0	Weak	19
DJmerkury/SoundFlask	Pipet		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
DJmerkury/SoundFlask	PowerBus		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
DJmerkury/SoundFlask	Ring		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	.	SMD	eagle packages (files=3: io.brd, panel.brd, pcb.brd): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
drChungus/VCSequentialSwitch	hardware/_archive	SMD	BOM [no package named for 2 part(s)] (files=1: hardware/_archive/assembly/sequentialSwitch_bom.xlsx): smd=37 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
drChungus/VCSequentialSwitch	resources/tinrsTools/CaseBuilder		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	resources/tinrsTools/CommandLineTools		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	resources/tinrsTools/FrameBuilder		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	resources/tinrsTools/Icons		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	resources/tinrsTools/Panelizer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	resources/tinrsTools/Project_Utilities		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	resources/tinrsTools/QuickRender		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
drChungus/VCSequentialSwitch	resources/tinrsTools/Viewer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dslamnig/GHOQ	PLLHO		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dslamnig/GHOQ	PLLHO/board_A_build		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dslamnig/GHOQ	PLLHO/board_B_build		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dslamnig/GHOQ	PLLHO/board_C_build		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dslamnig/GHOQ	PLLHO/board_D_build		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dslamnig/GHOQ	PLLHO/board_E_build		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dslamnig/GHOQ	PLLHO/module_build		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
Emute-Lab-Instruments/uSEQ	hardware/uSeqIns1.0	SMD	kicad footprints (files=1: uSeqIns1.0.kicad_pcb): smd=40 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
Emute-Lab-Instruments/uSEQ	hardware/version0.1	SMD	BOM (files=1: hardware/version0.1/useqBOM-v0.1.csv): smd=11 tht_passive=0 tht_to=1 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
Emute-Lab-Instruments/uSEQ	hardware/version0.2	SMD	kicad footprints (files=2: fr4panel.kicad_pcb, useq.kicad_pcb): smd=32 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
Emute-Lab-Instruments/uSEQ	hardware/version0.2/fr4panel/fr4panel		BOM (files=1: hardware/version0.2/fr4panel/fr4panel/jlcpcb/production_files/BOM-fr4panel.csv): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
Emute-Lab-Instruments/uSEQ	hardware/version0.2/fr4panel/fr4panel/jlcpcb		BOM (files=1: hardware/version0.2/fr4panel/fr4panel/jlcpcb/production_files/BOM-fr4panel.csv): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
Emute-Lab-Instruments/uSEQ	hardware/version1.0/fr4panel/fr4panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
Emute-Lab-Instruments/uSEQ	hardware/version1.0/useq1	SMD	kicad footprints (files=1: useq1.kicad_pcb): smd=132 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=9	Strong	19
Emute-Lab-Instruments/uSEQ	hardware/version1.0/useq1/gbr		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
gridbugs/briefcase-synth	attenuverter		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): attenuverter.kicad_pcb (79 bytes)	Deferred	19
coriolisinstruments/EurorackModules	Corona/hardware/Corona_KiCad	THT	kicad footprints (files=2: Corona_mainBoard.kicad_pcb, Corona_tubeBoard.kicad_pcb): smd=0 tht_passive=60 tht_to=5 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
coriolisinstruments/EurorackModules	Multibus/hardware/Multibus	SMD	kicad footprints (files=2: Multibus_frontboard.kicad_pcb, Multibus_mainboard.kicad_pcb): smd=121 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=9	Strong	19
coriolisinstruments/EurorackModules	Multibus/hardware/Multibus_panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
coriolisinstruments/EurorackModules	PSUCompanion/hardware/psucompanion	THT	kicad footprints (files=1: PSUCompanion.kicad_pcb): smd=0 tht_passive=11 tht_to=2 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
coriolisinstruments/EurorackModules	SnackBus_PSU	THT	kicad footprints (files=1: SnackBus_PSU.kicad_pcb): smd=0 tht_passive=11 tht_to=1 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
coriolisinstruments/EurorackModules	SnackBus_PSU/hardware	THT	kicad footprints (files=1: SnackBus_PSU.kicad_pcb): smd=0 tht_passive=11 tht_to=1 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
coriolisinstruments/EurorackModules	Templates	THT	eagle packages (files=1: EagleTemplate.brd): smd=0 tht_passive=15 tht_to=2 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
coriolisinstruments/EurorackModules	Templates/Kicad_template		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Kicad_template.kicad_pcb (51 bytes)	Deferred	19
Cs4System/Eurorack	Betula	SMD	kicad footprints (files=5: Betula_ADAT.kicad_pcb, Betula_Input.kicad_pcb, Betula_Main.kicad_pcb, Betula_Output.kicad_pcb, Betula_Panel.kicad_pcb): smd=271 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=28	Strong	19
Cs4System/Eurorack	Betula/Betula_ADAT	SMD	kicad footprints (files=1: Betula_ADAT.kicad_pcb): smd=3 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
Cs4System/Eurorack	Betula/Betula_Input	SMD	kicad footprints (files=1: Betula_Input.kicad_pcb): smd=52 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
Cs4System/Eurorack	Betula/Betula_Main	SMD	kicad footprints (files=1: Betula_Main.kicad_pcb): smd=156 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=16	Strong	19
Cs4System/Eurorack	Betula/Betula_Output	SMD	kicad footprints (files=1: Betula_Output.kicad_pcb): smd=60 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
Cs4System/Eurorack	Dual Ears	SMD	kicad footprints (files=2: dual_ears.kicad_pcb, panel.kicad_pcb): smd=108 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
Cs4System/Eurorack	Salix	SMD	kicad footprints (files=2: Salix_VCF.kicad_pcb, panel.kicad_pcb): smd=94 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
Cs4System/Eurorack	Salix/Documentaion	SMD	BOM (files=1: Salix/Documentaion/Salix_VCF_v1_3_BOM.xlsx): smd=90 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Stated	19
Cs4System/Eurorack	Transistor_Ladder_VCF	SMD	kicad footprints (files=2: Transistor_Ladder_VCF.kicad_pcb, panel.kicad_pcb): smd=94 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
diysynth/EURORACK-MODULES	3320 VCF (6HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	BUFFERED MULTIPLE (3HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	CYCLING ENVELOPE GENERATOR (4HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	DIGILFO (6HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	LOOPING A-R	THT	eagle packages (files=1: euroArEnv.brd): smd=0 tht_passive=25 tht_to=0 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
diysynth/EURORACK-MODULES	NOISE LAB (3HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	OFFSET-GAIN UTILITY (4HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	PASSIVE LOW PASS GATE (2HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	PSU (6HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diysynth/EURORACK-MODULES	SUB MODULATOR (6HP)		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
DJmerkury/SoundFlask	Adder		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
DJmerkury/SoundFlask	Bunsen		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
DJmerkury/SoundFlask	CableTester	THT	eagle packages (files=1: Cable Tester.brd): smd=0 tht_passive=9 tht_to=0 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
DJmerkury/SoundFlask	Crucible		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
DJmerkury/SoundFlask	DualRectify		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
acobley/Analog-Voice	AJH_Wasp	SMD	eagle packages (files=1: AJH_Wasp_1_0.brd): smd=61 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
acobley/Analog-Voice	AJH_as3310_DUAL_ASR	SMD	eagle packages (files=1: AJH_as3310_DUAL_ASR_02_4hp.brd): smd=47 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
acobley/Analog-Voice	AJH_as3320_HPF	SMD	eagle packages (files=1: AJH_as3320_HPF_03_4hp.brd): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
acobley/Analog-Voice	AJH_as3320_LPF	both	eagle packages (files=1: AJH_as3320_21_4hp.brd): smd=45 tht_passive=0 tht_to=0 tht_ic=1 (panel excluded) smd_ic=2	Strong	19
acobley/Analog-Voice	AJH_as3340_VCO	SMD	eagle packages (files=1: AJH_as3340_20.brd): smd=81 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
acobley/Analog-Voice	AJH_module_tester	SMD	eagle packages (files=1: AJH_module_tester-v02_11.brd): smd=99 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
acobley/Analog-Voice	AS3320-24BP	both	eagle packages (files=1: as3320-24BP.brd): smd=76 tht_passive=0 tht_to=0 tht_ic=1 (panel excluded) smd_ic=7	Strong	19
acobley/Analog-Voice	as3320-Vowel	both	eagle packages (files=2: as3320-Bandpass.brd, as3320-Vowel-1.brd): smd=184 tht_passive=0 tht_to=0 tht_ic=5 (panel excluded) smd_ic=10	Strong	19
acobley/Analog-Voice	as3320_BP	both	eagle packages (files=1: as3320-Bandpass.brd): smd=45 tht_passive=0 tht_to=0 tht_ic=1 (panel excluded) smd_ic=2	Strong	19
BleepSound/ms20-vcf-double	.		BOM [no package named for 64 part(s)] (files=1: documentation/bom/MS20-VCF_V2.0--BoM.xlsx): smd=0 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
BleepSound/ms20-vcf-double	fabrication	both	kicad footprints (files=3: MS20-VCF.kicad_pcb, MS20-VCF.kicad_pcb, MS20-VCF.kicad_pcb): smd=2 tht_passive=74 tht_to=4 tht_ic=2 (panel excluded) smd_ic=2	Strong	19
BleepSound/ms20-vcf-double	fabrication/circuitboard	both	kicad footprints (files=1: MS20-VCF.kicad_pcb): smd=2 tht_passive=62 tht_to=4 tht_ic=2 (panel excluded) smd_ic=2	Strong	19
BleepSound/ms20-vcf-double	fabrication/circuitboard/JLCPCB		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
BleepSound/ms20-vcf-double	fabrication/jackboard	THT	kicad footprints (files=1: MS20-VCF.kicad_pcb): smd=0 tht_passive=12 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
BleepSound/ms20-vcf-double	fabrication/jackboard/JLCPCB		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
